"","id","use","flag","text"
"3251","C1600","Wild Rice Harvesting, Existing","Yes","
							 
						"
"3252","C1600","Wild Rice Harvesting, New","Maybe","
							 
						"
"3253","C1600","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"3254","C1600","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"3255","C1600","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"3256","C1600","Fish Habitat Management","Maybe","
							 
						"
"3257","C1600","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"3258","C1600","Insect/disease Suppression","Maybe","
							 
						"
"3259","C1600","Inventory/Monitoring","Yes","
							 
						"
"3260","C1600","Prescribed Burning","Maybe","
							 
						"
"3261","C1600","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"3262","C1600","Private Recreation Camp, New","No","
							 
						"
"3263","C1600","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"3264","C1600","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"3265","C1600","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"3266","C1600","Wildlife Population Management","Maybe","
							 
						"
"3267","C1600","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"3268","C1600","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"3269","C1600","Campgrounds","Maybe","
							 
						"
"3270","C1600","Food Gathering","Yes","
							 
						"
"3271","C1600","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"3272","C1600","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"3273","C1600","Motor Boat Use, Commercial","Yes","
							 
						"
"3274","C1600","Motor Boat Use, Private","Yes","
							 
						"
"3275","C1600","Mountain Bike Use","Yes","Existing use on trails permitted."
"3276","C1600","Non-motorized Recreation Travel","Yes","
							 
						"
"3277","C1600","Rock Climbing","Maybe","
							 
						"
"3278","C1600","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"3279","C1600","Snowmobiling, On Trails","Yes","
							 
						"
"3280","C1600","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"3281","C1600","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"3282","C1600","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g., hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"3283","C1599","Aggregate Extraction","No","
							 
						"
"3284","C1599","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"3285","C1599","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"3286","C1599","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"3287","C1599","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"3288","C1599","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"3289","C1599","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"3290","C1599","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"3291","C1599","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"3292","C1599","Commercial Hydro Development","No","
							 
						"
"3293","C1599","Commercial Power Generation Development","No","
							 
						"
"3294","C1599","Commercial Timber Harvest","No","
							 
						"
"3295","C1599","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
